# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
252 8.2610 867.293772 0.004578 1.30900002 127.990425 22.357269 127.907181 0.000000 0.000000
253 8.3248 867.302096 0.004578 1.30900002 127.990387 22.357267 127.907211 0.000000 0.000000
254 8.3755 867.310472 0.004578 1.30900002 127.990372 22.357265 127.907234 0.000000 0.000000
255 8.5450 867.319017 0.004578 1.30900002 127.990334 22.357264 127.907257 0.000000 0.000000
256 8.3192 867.327336 0.004578 1.30900002 127.990295 22.357262 127.907272 0.000000 0.000000
257 8.2306 867.335567 0.004578 1.30900002 127.990273 22.357262 127.907295 0.000000 0.000000
258 8.2171 867.343784 0.004578 1.30900002 127.990242 22.357262 127.907326 0.000000 0.000000
259 8.3556 867.352139 0.004578 1.30900002 127.990219 22.357258 127.907349 0.000000 0.000000
260 8.3366 867.360476 0.004578 1.30900002 127.990181 22.357258 127.907372 0.000000 0.000000
261 8.5238 867.369000 0.004578 1.30900002 127.990150 22.357256 127.907387 0.000000 0.000000
262 8.3965 867.377396 0.004578 1.30900002 127.990112 22.357256 127.907417 0.000000 0.000000
263 8.0355 867.385432 0.004578 1.30900002 127.990082 22.357254 127.907440 0.000000 0.000000
264 8.3267 867.393759 0.004578 1.30900002 127.990059 22.357254 127.907455 0.000000 0.000000
265 8.3287 867.402087 0.004578 1.30900002 127.990036 22.357252 127.907486 0.000000 0.000000
266 8.3320 867.410419 0.004578 1.30900002 127.990005 22.357250 127.907501 0.000000 0.000000
267 8.3131 867.418732 0.004578 1.30900002 127.989967 22.357250 127.907532 0.000000 0.000000
268 8.6060 867.427338 0.004578 1.30900002 127.989944 22.357250 127.907555 0.000000 0.000000
269 8.1306 867.435469 0.004578 1.30900002 127.989899 22.357248 127.907578 0.000000 0.000000
270 8.2740 867.443743 0.004578 1.30900002 127.989868 22.357246 127.907593 0.000000 0.000000
271 8.6267 867.452370 0.004578 1.30900002 127.989845 22.357246 127.907623 0.000000 0.000000
272 8.3157 867.460685 0.004578 1.30900002 127.989807 22.357243 127.907654 0.000000 0.000000
273 8.1152 867.468800 0.004951 1.30900002 127.989777 22.357243 127.907669 0.000000 0.000000
274 8.2750 867.477075 0.004951 1.30900002 127.989746 22.357243 127.907684 0.000000 0.000000
275 8.3611 867.485437 0.004578 1.30900002 127.989716 22.357241 127.907715 0.000000 0.000000
